b1,b2,b3,x,y,S,J1_star,G,alpha_star,alpha_idx,is_degenerate
0.0750000000,0.4750000000,0.4500000000,0.7000000000,0.3897114317,0.4750000000,0.7337232154,0.2587232154,0.5410520681,62,0
0.0750000000,0.4875000000,0.4375000000,0.7062500000,0.3788861142,0.4875000000,0.7379859979,0.2504859979,0.5585053606,64,0
0.0750000000,0.5000000000,0.4250000000,0.7125000000,0.3680607966,0.5000000000,0.7423155937,0.2423155937,0.5672320069,65,0
0.0750000000,0.5125000000,0.4125000000,0.7187500000,0.3572354791,0.5125000000,0.7467105873,0.2342105873,0.5846852994,67,0
0.0750000000,0.5250000000,0.4000000000,0.7250000000,0.3464101615,0.5250000000,0.7511692499,0.2261692499,0.6021385919,69,0
0.0750000000,0.5375000000,0.3875000000,0.7312500000,0.3355848440,0.5375000000,0.7556913155,0.2181913155,0.6195918845,71,0
0.0750000000,0.5500000000,0.3750000000,0.7375000000,0.3247595264,0.5500000000,0.7602771249,0.2102771249,0.6283185307,72,0
0.0750000000,0.5625000000,0.3625000000,0.7437500000,0.3139342089,0.5625000000,0.7649297842,0.2024297842,0.6457718232,74,0
0.0750000000,0.5750000000,0.3500000000,0.7500000000,0.3031088913,0.5750000000,0.7696448267,0.1946448267,0.6632251158,76,0
0.0750000000,0.5875000000,0.3375000000,0.7562500000,0.2922835738,0.5875000000,0.7744217542,0.1869217542,0.6806784083,78,0
0.0750000000,0.6000000000,0.3250000000,0.7625000000,0.2814582562,0.6000000000,0.7792604344,0.1792604344,0.6894050545,79,0
0.0750000000,0.6125000000,0.3125000000,0.7687500000,0.2706329387,0.6125000000,0.7841649258,0.1716649258,0.7068583471,81,0
0.0750000000,0.6250000000,0.3000000000,0.7750000000,0.2598076211,0.6250000000,0.7891296669,0.1641296669,0.7243116396,83,0
0.0750000000,0.6375000000,0.2875000000,0.7812500000,0.2489823036,0.6375000000,0.7941539301,0.1566539301,0.7417649321,85,0
0.0750000000,0.6500000000,0.2750000000,0.7875000000,0.2381569860,0.6500000000,0.7992401198,0.1492401198,0.7504915784,86,0
0.0750000000,0.6625000000,0.2625000000,0.7937500000,0.2273316685,0.6625000000,0.8043875237,0.1418875237,0.7679448709,88,0
0.0750000000,0.6750000000,0.2500000000,0.8000000000,0.2165063509,0.6750000000,0.8095922093,0.1345922093,0.7853981634,90,0
0.0750000000,0.6875000000,0.2375000000,0.8062500000,0.2056810334,0.6875000000,0.8148558177,0.1273558177,0.7941248097,91,0
0.0750000000,0.7000000000,0.2250000000,0.8125000000,0.1948557159,0.7000000000,0.8201795746,0.1201795746,0.8115781022,93,0
0.0750000000,0.7125000000,0.2125000000,0.8187500000,0.1840303983,0.7125000000,0.8255579414,0.1130579414,0.8290313947,95,0
0.0750000000,0.7250000000,0.2000000000,0.8250000000,0.1732050808,0.7250000000,0.8309943773,0.1059943773,0.8377580410,96,0
0.0750000000,0.7375000000,0.1875000000,0.8312500000,0.1623797632,0.7375000000,0.8364870386,0.0989870386,0.8552113335,98,0
0.0750000000,0.7500000000,0.1750000000,0.8375000000,0.1515544457,0.7500000000,0.8420315297,0.0920315297,0.8639379797,99,0
0.0750000000,0.7625000000,0.1625000000,0.8437500000,0.1407291281,0.7625000000,0.8476351607,0.0851351607,0.8813912723,101,0
0.0750000000,0.7750000000,0.1500000000,0.8500000000,0.1299038106,0.7750000000,0.8532881632,0.0782881632,0.8988445648,103,0
0.0750000000,0.7875000000,0.1375000000,0.8562500000,0.1190784930,0.7875000000,0.8589965190,0.0714965190,0.9075712110,104,0
0.0750000000,0.8000000000,0.1250000000,0.8625000000,0.1082531755,0.8000000000,0.8647545997,0.0647545997,0.9250245036,106,0
0.0750000000,0.8125000000,0.1125000000,0.8687500000,0.0974278579,0.8125000000,0.8705648987,0.0580648987,0.9337511498,107,0
0.0750000000,0.8250000000,0.1000000000,0.8750000000,0.0866025404,0.8250000000,0.8764240531,0.0514240531,0.9512044423,109,0
0.0750000000,0.8375000000,0.0875000000,0.8812500000,0.0757772228,0.8375000000,0.8823336659,0.0448336659,0.9599310886,110,0
0.0750000000,0.8500000000,0.0750000000,0.8875000000,0.0649519053,0.8500000000,0.8882896368,0.0382896368,0.9773843811,112,1
0.0750000000,0.8625000000,0.0625000000,0.8937500000,0.0541265877,0.8625000000,0.9007794870,0.0382794870,1.1170107213,128,0
0.0750000000,0.8750000000,0.0500000000,0.9000000000,0.0433012702,0.8750000000,0.9132693372,0.0382693372,1.1170107213,128,0
0.0750000000,0.8875000000,0.0375000000,0.9062500000,0.0324759526,0.8875000000,0.9257591875,0.0382591875,1.1170107213,128,0
0.0750000000,0.9000000000,0.0250000000,0.9125000000,0.0216506351,0.9000000000,0.9382490377,0.0382490377,1.1170107213,128,0
0.0750000000,0.9125000000,0.0125000000,0.9187500000,0.0108253175,0.9125000000,0.9507388879,0.0382388879,1.1170107213,128,0
0.0750000000,0.9250000000,0.0000000000,0.9250000000,0.0000000000,0.9250000000,0.9632287381,0.0382287381,1.1170107213,128,0
0.0875000000,0.0000000000,0.9125000000,0.4562500000,0.7902481810,0.9125000000,0.9572492043,0.0447492043,0.9686577349,111,0
0.0875000000,0.0125000000,0.9000000000,0.4625000000,0.7794228634,0.9000000000,0.9447620487,0.0447620487,0.9686577349,111,0
0.0875000000,0.0250000000,0.8875000000,0.4687500000,0.7685975459,0.8875000000,0.9322748931,0.0447748931,0.9686577349,111,0
0.0875000000,0.0375000000,0.8750000000,0.4750000000,0.7577722283,0.8750000000,0.9197877376,0.0447877376,0.9686577349,111,0
0.0875000000,0.0500000000,0.8625000000,0.4812500000,0.7469469108,0.8625000000,0.9073019551,0.0448019551,0.9599310886,110,0
0.0875000000,0.0625000000,0.8500000000,0.4875000000,0.7361215932,0.8500000000,0.8948178105,0.0448178105,0.9599310886,110,0
0.0875000000,0.0750000000,0.8375000000,0.4937500000,0.7252962757,0.8375000000,0.8823336659,0.0448336659,0.9599310886,110,0
0.0875000000,0.0875000000,0.8250000000,0.5000000000,0.7144709581,0.8250000000,0.8698495214,0.0448495214,0.9599310886,110,1
0.0875000000,0.1000000000,0.8125000000,0.5062500000,0.7036456406,0.8125000000,0.8639432356,0.0514432356,1.1431906601,131,0
0.0875000000,0.1125000000,0.8000000000,0.5125000000,0.6928203230,0.8000000000,0.8580916827,0.0580916827,1.1606439526,133,0
0.0875000000,0.1250000000,0.7875000000,0.5187500000,0.6819950055,0.7875000000,0.8522860023,0.0647860023,1.1780972451,135,0
0.0875000000,0.1375000000,0.7750000000,0.5250000000,0.6711696879,0.7750000000,0.8465370687,0.0715370687,1.1868238914,136,0
0.0875000000,0.1500000000,0.7625000000,0.5312500000,0.6603443704,0.7625000000,0.8408368061,0.0783368061,1.2042771839,138,0
0.0875000000,0.1625000000,0.7500000000,0.5375000000,0.6495190528,0.7500000000,0.8351923040,0.0851923040,1.2130038301,139,0
0.0875000000,0.1750000000,0.7375000000,0.5437500000,0.6386937353,0.7375000000,0.8296013009,0.0921013009,1.2304571227,141,0
0.0875000000,0.1875000000,0.7250000000,0.5500000000,0.6278684177,0.7250000000,0.8240635920,0.0990635920,1.2391837689,142,0
0.0875000000,0.2000000000,0.7125000000,0.5562500000,0.6170431002,0.7125000000,0.8185854289,0.1060854289,1.2566370614,144,0
0.0875000000,0.2125000000,0.7000000000,0.5625000000,0.6062177826,0.7000000000,0.8131612323,0.1131612323,1.2740903540,146,0
0.0875000000,0.2250000000,0.6875000000,0.5687500000,0.5953924651,0.6875000000,0.8077946999,0.1202946999,1.2828170002,147,0
0.0875000000,0.2375000000,0.6750000000,0.5750000000,0.5845671476,0.6750000000,0.8024885358,0.1274885358,1.3002702927,149,0
0.0875000000,0.2500000000,0.6625000000,0.5812500000,0.5737418300,0.6625000000,0.7972392625,0.1347392625,1.3177235853,151,0
0.0875000000,0.2625000000,0.6500000000,0.5875000000,0.5629165125,0.6500000000,0.7920489333,0.1420489333,1.3264502315,152,0
0.0875000000,0.2750000000,0.6375000000,0.5937500000,0.5520911949,0.6375000000,0.7869221833,0.1494221833,1.3439035240,154,0
0.0875000000,0.2875000000,0.6250000000,0.6000000000,0.5412658774,0.6250000000,0.7818548200,0.1568548200,1.3613568166,156,0
0.0875000000,0.3000000000,0.6125000000,0.6062500000,0.5304405598,0.6125000000,0.7768476672,0.1643476672,1.3788101091,158,0
0.0875000000,0.3125000000,0.6000000000,0.6125000000,0.5196152423,0.6000000000,0.7719039196,0.1719039196,1.3875367553,159,0
0.0875000000,0.3250000000,0.5875000000,0.6187500000,0.5087899247,0.5875000000,0.7670243003,0.1795243003,1.4049900479,161,0
0.0875000000,0.3375000000,0.5750000000,0.6250000000,0.4979646072,0.5750000000,0.7622067848,0.1872067848,1.4224433404,163,0
0.0875000000,0.3500000000,0.5625000000,0.6312500000,0.4871392896,0.5625000000,0.7574519687,0.1949519687,1.4398966329,165,0
0.0875000000,0.3625000000,0.5500000000,0.6375000000,0.4763139721,0.5500000000,0.7527610139,0.2027610139,1.4486232792,166,0
0.0875000000,0.3750000000,0.5375000000,0.6437500000,0.4654886545,0.5375000000,0.7481373521,0.2106373521,1.4660765717,168,0
0.0875000000,0.3875000000,0.5250000000,0.6500000000,0.4546633370,0.5250000000,0.7435776685,0.2185776685,1.4835298642,170,0
0.0875000000,0.4000000000,0.5125000000,0.6562500000,0.4438380194,0.5125000000,0.7390823259,0.2265823259,1.5009831567,172,0
0.0875000000,0.4125000000,0.5000000000,0.6625000000,0.4330127019,0.5000000000,0.7346516238,0.2346516238,1.5184364492,174,0
0.0875000000,0.4250000000,0.4875000000,0.6687500000,0.4221873843,0.4875000000,0.7302863819,0.2427863819,1.5271630955,175,0
0.0875000000,0.4375000000,0.4750000000,0.6750000000,0.4113620668,0.4750000000,0.7259894001,0.2509894001,1.5446163880,177,0
0.0875000000,0.4500000000,0.4625000000,0.6812500000,0.4005367493,0.4625000000,0.7217575439,0.2592575439,1.5620696805,179,0
0.0875000000,0.4625000000,0.4500000000,0.6875000000,0.3897114317,0.4625000000,0.7217575439,0.2592575439,0.5323254219,61,0
0.0875000000,0.4750000000,0.4375000000,0.6937500000,0.3788861142,0.4750000000,0.7259894001,0.2509894001,0.5497787144,63,0
0.0875000000,0.4875000000,0.4250000000,0.7000000000,0.3680607966,0.4875000000,0.7302863819,0.2427863819,0.5672320069,65,0
0.0875000000,0.5000000000,0.4125000000,0.7062500000,0.3572354791,0.5000000000,0.7346516238,0.2346516238,0.5759586532,66,0
0.0875000000,0.5125000000,0.4000000000,0.7125000000,0.3464101615,0.5125000000,0.7390823259,0.2265823259,0.5934119457,68,0
0.0875000000,0.5250000000,0.3875000000,0.7187500000,0.3355848440,0.5250000000,0.7435776685,0.2185776685,0.6108652382,70,0
0.0875000000,0.5375000000,0.3750000000,0.7250000000,0.3247595264,0.5375000000,0.7481373521,0.2106373521,0.6283185307,72,0
0.0875000000,0.5500000000,0.3625000000,0.7312500000,0.3139342089,0.5500000000,0.7527610139,0.2027610139,0.6457718232,74,0
0.0875000000,0.5625000000,0.3500000000,0.7375000000,0.3031088913,0.5625000000,0.7574519687,0.1949519687,0.6544984695,75,0
0.0875000000,0.5750000000,0.3375000000,0.7437500000,0.2922835738,0.5750000000,0.7622067848,0.1872067848,0.6719517620,77,0
0.0875000000,0.5875000000,0.3250000000,0.7500000000,0.2814582562,0.5875000000,0.7670243003,0.1795243003,0.6894050545,79,0
0.0875000000,0.6000000000,0.3125000000,0.7562500000,0.2706329387,0.6000000000,0.7719039196,0.1719039196,0.7068583471,81,0
0.0875000000,0.6125000000,0.3000000000,0.7625000000,0.2598076211,0.6125000000,0.7768476672,0.1643476672,0.7155849933,82,0
0.0875000000,0.6250000000,0.2875000000,0.7687500000,0.2489823036,0.6250000000,0.7818548200,0.1568548200,0.7330382858,84,0
0.0875000000,0.6375000000,0.2750000000,0.7750000000,0.2381569860,0.6375000000,0.7869221833,0.1494221833,0.7504915784,86,0
0.0875000000,0.6500000000,0.2625000000,0.7812500000,0.2273316685,0.6500000000,0.7920489333,0.1420489333,0.7679448709,88,0
0.0875000000,0.6625000000,0.2500000000,0.7875000000,0.2165063509,0.6625000000,0.7972392625,0.1347392625,0.7766715171,89,0
0.0875000000,0.6750000000,0.2375000000,0.7937500000,0.2056810334,0.6750000000,0.8024885358,0.1274885358,0.7941248097,91,0
0.0875000000,0.6875000000,0.2250000000,0.8000000000,0.1948557159,0.6875000000,0.8077946999,0.1202946999,0.8115781022,93,0
0.0875000000,0.7000000000,0.2125000000,0.8062500000,0.1840303983,0.7000000000,0.8131612323,0.1131612323,0.8203047484,94,0
0.0875000000,0.7125000000,0.2000000000,0.8125000000,0.1732050808,0.7125000000,0.8185854289,0.1060854289,0.8377580410,96,0
0.0875000000,0.7250000000,0.1875000000,0.8187500000,0.1623797632,0.7250000000,0.8240635920,0.0990635920,0.8552113335,98,0
0.0875000000,0.7375000000,0.1750000000,0.8250000000,0.1515544457,0.7375000000,0.8296013009,0.0921013009,0.8639379797,99,0
0.0875000000,0.7500000000,0.1625000000,0.8312500000,0.1407291281,0.7500000000,0.8351923040,0.0851923040,0.8813912723,101,0
0.0875000000,0.7625000000,0.1500000000,0.8375000000,0.1299038106,0.7625000000,0.8408368061,0.0783368061,0.8901179185,102,0
0.0875000000,0.7750000000,0.1375000000,0.8437500000,0.1190784930,0.7750000000,0.8465370687,0.0715370687,0.9075712110,104,0
0.0875000000,0.7875000000,0.1250000000,0.8500000000,0.1082531755,0.7875000000,0.8522860023,0.0647860023,0.9162978573,105,0
0.0875000000,0.8000000000,0.1125000000,0.8562500000,0.0974278579,0.8000000000,0.8580916827,0.0580916827,0.9337511498,107,0
0.0875000000,0.8125000000,0.1000000000,0.8625000000,0.0866025404,0.8125000000,0.8639432356,0.0514432356,0.9512044423,109,0
0.0875000000,0.8250000000,0.0875000000,0.8687500000,0.0757772228,0.8250000000,0.8698495214,0.0448495214,0.9599310886,110,1
0.0875000000,0.8375000000,0.0750000000,0.8750000000,0.0649519053,0.8375000000,0.8823336659,0.0448336659,1.1344640138,130,0
0.0875000000,0.8500000000,0.0625000000,0.8812500000,0.0541265877,0.8500000000,0.8948178105,0.0448178105,1.1344640138,130,0
0.0875000000,0.8625000000,0.0500000000,0.8875000000,0.0433012702,0.8625000000,0.9073019551,0.0448019551,1.1344640138,130,0
0.0875000000,0.8750000000,0.0375000000,0.8937500000,0.0324759526,0.8750000000,0.9197877376,0.0447877376,1.1257373675,129,0
0.0875000000,0.8875000000,0.0250000000,0.9000000000,0.0216506351,0.8875000000,0.9322748931,0.0447748931,1.1257373675,129,0
0.0875000000,0.9000000000,0.0125000000,0.9062500000,0.0108253175,0.9000000000,0.9447620487,0.0447620487,1.1257373675,129,0
0.0875000000,0.9125000000,0.0000000000,0.9125000000,0.0000000000,0.9125000000,0.9572492043,0.0447492043,1.1257373675,129,0
0.1000000000,0.0000000000,0.9000000000,0.4500000000,0.7794228634,0.9000000000,0.9513109573,0.0513109573,0.9599310886,110,0
0.1000000000,0.0125000000,0.8875000000,0.4562500000,0.7685975459,0.8875000000,0.9388281405,0.0513281405,0.9512044423,109,0
0.1000000000,0.0250000000,0.8750000000,0.4625000000,0.7577722283,0.8750000000,0.9263473230,0.0513473230,0.9512044423,109,0
0.1000000000,0.0375000000,0.8625000000,0.4687500000,0.7469469108,0.8625000000,0.9138665056,0.0513665056,0.9512044423,109,0
0.1000000000,0.0500000000,0.8500000000,0.4750000000,0.7361215932,0.8500000000,0.9013856881,0.0513856881,0.9512044423,109,0
0.1000000000,0.0625000000,0.8375000000,0.4812500000,0.7252962757,0.8375000000,0.8889048706,0.0514048706,0.9512044423,109,0
0.1000000000,0.0750000000,0.8250000000,0.4875000000,0.7144709581,0.8250000000,0.8764240531,0.0514240531,0.9512044423,109,0
0.1000000000,0.0875000000,0.8125000000,0.4937500000,0.7036456406,0.8125000000,0.8639432356,0.0514432356,0.9512044423,109,0
0.1000000000,0.1000000000,0.8000000000,0.5000000000,0.6928203230,0.8000000000,0.8514653472,0.0514653472,0.9424777961,108,1
0.1000000000,0.1125000000,0.7875000000,0.5062500000,0.6819950055,0.7875000000,0.8456184666,0.0581184666,1.1606439526,133,0
0.1000000000,0.1250000000,0.7750000000,0.5125000000,0.6711696879,0.7750000000,0.8398216487,0.0648216487,1.1780972451,135,0
0.1000000000,0.1375000000,0.7625000000,0.5187500000,0.6603443704,0.7625000000,0.8340776184,0.0715776184,1.1868238914,136,0
0.1000000000,0.1500000000,0.7500000000,0.5250000000,0.6495190528,0.7500000000,0.8283881047,0.0783881047,1.2042771839,138,0
0.1000000000,0.1625000000,0.7375000000,0.5312500000,0.6386937353,0.7375000000,0.8227495681,0.0852495681,1.2217304764,140,0
0.1000000000,0.1750000000,0.7250000000,0.5375000000,0.6278684177,0.7250000000,0.8171710721,0.0921710721,1.2304571227,141,0
0.1000000000,0.1875000000,0.7125000000,0.5437500000,0.6170431002,0.7125000000,0.8116458704,0.0991458704,1.2479104152,143,0
0.1000000000,0.2000000000,0.7000000000,0.5500000000,0.6062177826,0.7000000000,0.8061764806,0.1061764806,1.2566370614,144,0
0.1000000000,0.2125000000,0.6875000000,0.5562500000,0.5953924651,0.6875000000,0.8007680237,0.1132680237,1.2740903540,146,0
0.1000000000,0.2250000000,0.6750000000,0.5625000000,0.5845671476,0.6750000000,0.7954159162,0.1204159162,1.2915436465,148,0
0.1000000000,0.2375000000,0.6625000000,0.5687500000,0.5737418300,0.6625000000,0.7901212540,0.1276212540,1.3002702927,149,0
0.1000000000,0.2500000000,0.6500000000,0.5750000000,0.5629165125,0.6500000000,0.7848908023,0.1348908023,1.3177235853,151,0
0.1000000000,0.2625000000,0.6375000000,0.5812500000,0.5520911949,0.6375000000,0.7797194511,0.1422194511,1.3351768778,153,0
0.1000000000,0.2750000000,0.6250000000,0.5875000000,0.5412658774,0.6250000000,0.7746081206,0.1496081206,1.3526301703,155,0
0.1000000000,0.2875000000,0.6125000000,0.5937500000,0.5304405598,0.6125000000,0.7695587512,0.1570587512,1.3613568166,156,0
0.1000000000,0.3000000000,0.6000000000,0.6000000000,0.5196152423,0.6000000000,0.7645746731,0.1645746731,1.3788101091,158,0
0.1000000000,0.3125000000,0.5875000000,0.6062500000,0.5087899247,0.5875000000,0.7596527677,0.1721527677,1.3962634016,160,0
0.1000000000,0.3250000000,0.5750000000,0.6125000000,0.4979646072,0.5750000000,0.7547937276,0.1797937276,1.4137166941,162,0
0.1000000000,0.3375000000,0.5625000000,0.6187500000,0.4871392896,0.5625000000,0.7499981825,0.1874981825,1.4311699866,164,0
0.1000000000,0.3500000000,0.5500000000,0.6250000000,0.4763139721,0.5500000000,0.7452691373,0.1952691373,1.4398966329,165,0
0.1000000000,0.3625000000,0.5375000000,0.6312500000,0.4654886545,0.5375000000,0.7406059673,0.2031059673,1.4573499254,167,0
0.1000000000,0.3750000000,0.5250000000,0.6375000000,0.4546633370,0.5250000000,0.7360076622,0.2110076622,1.4748032179,169,0
0.1000000000,0.3875000000,0.5125000000,0.6437500000,0.4438380194,0.5125000000,0.7314746188,0.2189746188,1.4922565105,171,0
0.1000000000,0.4000000000,0.5000000000,0.6500000000,0.4330127019,0.5000000000,0.7270071699,0.2270071699,1.5097098030,173,0
0.1000000000,0.4125000000,0.4875000000,0.6562500000,0.4221873843,0.4875000000,0.7226057633,0.2351057633,1.5184364492,174,0
0.1000000000,0.4250000000,0.4750000000,0.6625000000,0.4113620668,0.4750000000,0.7182735158,0.2432735158,1.5358897418,176,0
0.1000000000,0.4375000000,0.4625000000,0.6687500000,0.4005367493,0.4625000000,0.7140074362,0.2515074362,1.5533430343,178,0
0.1000000000,0.4500000000,0.4500000000,0.6750000000,0.3897114317,0.4500000000,0.7098076211,0.2598076211,0.5235987756,60,1
0.1000000000,0.4625000000,0.4375000000,0.6812500000,0.3788861142,0.4625000000,0.7140074362,0.2515074362,0.5410520681,62,0
0.1000000000,0.4750000000,0.4250000000,0.6875000000,0.3680607966,0.4750000000,0.7182735158,0.2432735158,0.5585053606,64,0
0.1000000000,0.4875000000,0.4125000000,0.6937500000,0.3572354791,0.4875000000,0.7226057633,0.2351057633,0.5759586532,66,0
0.1000000000,0.5000000000,0.4000000000,0.7000000000,0.3464101615,0.5000000000,0.7270071699,0.2270071699,0.5846852994,67,0
0.1000000000,0.5125000000,0.3875000000,0.7062500000,0.3355848440,0.5125000000,0.7314746188,0.2189746188,0.6021385919,69,0
0.1000000000,0.5250000000,0.3750000000,0.7125000000,0.3247595264,0.5250000000,0.7360076622,0.2110076622,0.6195918845,71,0
0.1000000000,0.5375000000,0.3625000000,0.7187500000,0.3139342089,0.5375000000,0.7406059673,0.2031059673,0.6370451770,73,0
0.1000000000,0.5500000000,0.3500000000,0.7250000000,0.3031088913,0.5500000000,0.7452691373,0.1952691373,0.6544984695,75,0
0.1000000000,0.5625000000,0.3375000000,0.7312500000,0.2922835738,0.5625000000,0.7499981825,0.1874981825,0.6632251158,76,0
0.1000000000,0.5750000000,0.3250000000,0.7375000000,0.2814582562,0.5750000000,0.7547937276,0.1797937276,0.6806784083,78,0
0.1000000000,0.5875000000,0.3125000000,0.7437500000,0.2706329387,0.5875000000,0.7596527677,0.1721527677,0.6981317008,80,0
0.1000000000,0.6000000000,0.3000000000,0.7500000000,0.2598076211,0.6000000000,0.7645746731,0.1645746731,0.7155849933,82,0
0.1000000000,0.6125000000,0.2875000000,0.7562500000,0.2489823036,0.6125000000,0.7695587512,0.1570587512,0.7330382858,84,0
0.1000000000,0.6250000000,0.2750000000,0.7625000000,0.2381569860,0.6250000000,0.7746081206,0.1496081206,0.7417649321,85,0
0.1000000000,0.6375000000,0.2625000000,0.7687500000,0.2273316685,0.6375000000,0.7797194511,0.1422194511,0.7592182246,87,0
0.1000000000,0.6500000000,0.2500000000,0.7750000000,0.2165063509,0.6500000000,0.7848908023,0.1348908023,0.7766715171,89,0
0.1000000000,0.6625000000,0.2375000000,0.7812500000,0.2056810334,0.6625000000,0.7901212540,0.1276212540,0.7941248097,91,0
0.1000000000,0.6750000000,0.2250000000,0.7875000000,0.1948557159,0.6750000000,0.7954159162,0.1204159162,0.8028514559,92,0
0.1000000000,0.6875000000,0.2125000000,0.7937500000,0.1840303983,0.6875000000,0.8007680237,0.1132680237,0.8203047484,94,0
0.1000000000,0.7000000000,0.2000000000,0.8000000000,0.1732050808,0.7000000000,0.8061764806,0.1061764806,0.8377580410,96,0
0.1000000000,0.7125000000,0.1875000000,0.8062500000,0.1623797632,0.7125000000,0.8116458704,0.0991458704,0.8464846872,97,0
0.1000000000,0.7250000000,0.1750000000,0.8125000000,0.1515544457,0.7250000000,0.8171710721,0.0921710721,0.8639379797,99,0
0.1000000000,0.7375000000,0.1625000000,0.8187500000,0.1407291281,0.7375000000,0.8227495681,0.0852495681,0.8726646260,100,0
0.1000000000,0.7500000000,0.1500000000,0.8250000000,0.1299038106,0.7500000000,0.8283881047,0.0783881047,0.8901179185,102,0
0.1000000000,0.7625000000,0.1375000000,0.8312500000,0.1190784930,0.7625000000,0.8340776184,0.0715776184,0.9075712110,104,0
0.1000000000,0.7750000000,0.1250000000,0.8375000000,0.1082531755,0.7750000000,0.8398216487,0.0648216487,0.9162978573,105,0
0.1000000000,0.7875000000,0.1125000000,0.8437500000,0.0974278579,0.7875000000,0.8456184666,0.0581184666,0.9337511498,107,0
0.1000000000,0.8000000000,0.1000000000,0.8500000000,0.0866025404,0.8000000000,0.8514653472,0.0514653472,0.9424777961,108,1
0.1000000000,0.8125000000,0.0875000000,0.8562500000,0.0757772228,0.8125000000,0.8639432356,0.0514432356,1.1431906601,131,0
0.1000000000,0.8250000000,0.0750000000,0.8625000000,0.0649519053,0.8250000000,0.8764240531,0.0514240531,1.1431906601,131,0
0.1000000000,0.8375000000,0.0625000000,0.8687500000,0.0541265877,0.8375000000,0.8889048706,0.0514048706,1.1431906601,131,0
0.1000000000,0.8500000000,0.0500000000,0.8750000000,0.0433012702,0.8500000000,0.9013856881,0.0513856881,1.1431906601,131,0
0.1000000000,0.8625000000,0.0375000000,0.8812500000,0.0324759526,0.8625000000,0.9138665056,0.0513665056,1.1431906601,131,0
0.1000000000,0.8750000000,0.0250000000,0.8875000000,0.0216506351,0.8750000000,0.9263473230,0.0513473230,1.1431906601,131,0
0.1000000000,0.8875000000,0.0125000000,0.8937500000,0.0108253175,0.8875000000,0.9388281405,0.0513281405,1.1431906601,131,0
0.1000000000,0.9000000000,0.0000000000,0.9000000000,0.0000000000,0.9000000000,0.9513109573,0.0513109573,1.1344640138,130,0
0.1125000000,0.0000000000,0.8875000000,0.4437500000,0.7685975459,0.8875000000,0.9454213410,0.0579213410,0.9424777961,108,0
0.1125000000,0.0125000000,0.8750000000,0.4500000000,0.7577722283,0.8750000000,0.9329441664,0.0579441664,0.9424777961,108,0
0.1125000000,0.0250000000,0.8625000000,0.4562500000,0.7469469108,0.8625000000,0.9204669919,0.0579669919,0.9424777961,108,0
0.1125000000,0.0375000000,0.8500000000,0.4625000000,0.7361215932,0.8500000000,0.9079898173,0.0579898173,0.9424777961,108,0
0.1125000000,0.0500000000,0.8375000000,0.4687500000,0.7252962757,0.8375000000,0.8955126428,0.0580126428,0.9424777961,108,0
0.1125000000,0.0625000000,0.8250000000,0.4750000000,0.7144709581,0.8250000000,0.8830381148,0.0580381148,0.9337511498,107,0
0.1125000000,0.0750000000,0.8125000000,0.4812500000,0.7036456406,0.8125000000,0.8705648987,0.0580648987,0.9337511498,107,0
0.1125000000,0.0875000000,0.8000000000,0.4875000000,0.6928203230,0.8000000000,0.8580916827,0.0580916827,0.9337511498,107,0
0.1125000000,0.1000000000,0.7875000000,0.4937500000,0.6819950055,0.7875000000,0.8456184666,0.0581184666,0.9337511498,107,0
0.1125000000,0.1125000000,0.7750000000,0.5000000000,0.6711696879,0.7750000000,0.8331452506,0.0581452506,0.9337511498,107,1
0.1125000000,0.1250000000,0.7625000000,0.5062500000,0.6603443704,0.7625000000,0.8273572951,0.0648572951,1.1780972451,135,0
0.1125000000,0.1375000000,0.7500000000,0.5125000000,0.6495190528,0.7500000000,0.8216192200,0.0716192200,1.1955505376,137,0
0.1125000000,0.1500000000,0.7375000000,0.5187500000,0.6386937353,0.7375000000,0.8159394033,0.0784394033,1.2042771839,138,0
0.1125000000,0.1625000000,0.7250000000,0.5250000000,0.6278684177,0.7250000000,0.8103128692,0.0853128692,1.2217304764,140,0
0.1125000000,0.1750000000,0.7125000000,0.5312500000,0.6170431002,0.7125000000,0.8047408434,0.0922408434,1.2304571227,141,0
0.1125000000,0.1875000000,0.7000000000,0.5375000000,0.6062177826,0.7000000000,0.7992295174,0.0992295174,1.2479104152,143,0
0.1125000000,0.2000000000,0.6875000000,0.5437500000,0.5953924651,0.6875000000,0.7937738488,0.1062738488,1.2653637077,145,0
0.1125000000,0.2125000000,0.6750000000,0.5500000000,0.5845671476,0.6750000000,0.7883750145,0.1133750145,1.2828170002,147,0
0.1125000000,0.2250000000,0.6625000000,0.5562500000,0.5737418300,0.6625000000,0.7830396840,0.1205396840,1.2915436465,148,0
0.1125000000,0.2375000000,0.6500000000,0.5625000000,0.5629165125,0.6500000000,0.7777632159,0.1277632159,1.3089969390,150,0
0.1125000000,0.2500000000,0.6375000000,0.5687500000,0.5520911949,0.6375000000,0.7725464271,0.1350464271,1.3264502315,152,0
0.1125000000,0.2625000000,0.6250000000,0.5750000000,0.5412658774,0.6250000000,0.7673910356,0.1423910356,1.3351768778,153,0
0.1125000000,0.2750000000,0.6125000000,0.5812500000,0.5304405598,0.6125000000,0.7623009667,0.1498009667,1.3526301703,155,0
0.1125000000,0.2875000000,0.6000000000,0.5875000000,0.5196152423,0.6000000000,0.7572729876,0.1572729876,1.3700834628,157,0
